IDPUMA,PUMA,IDYear,Year,AverageWage,AverageWageAppxMOE,RecordCount,SlugPUMA,PUMSIndustry,IDPUMSIndustry,SlugPUMSIndustry
"79500US7200101","Carr 2-Carr 111 PUMA, PR",2019,"2019",6882.541134185303,2504.8536718412693,13,"carr-2-carr-111-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200102","Carr 2 (Noroeste) PUMA, PR",2019,"2019",11273.548933683904,6609.082640994086,22,"carr-2-noroeste-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200201","Carr 2-Carr 100 PUMA, PR",2019,"2019",14789.78891566265,13378.708623235108,14,"carr-2-carr-100-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200202","Carr 2 (Suroeste) PUMA, PR",2019,"2019",7821.91806722689,4252.472736765192,21,"carr-2-suroeste-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200301","Carr 2 (Norte) PUMA, PR",2019,"2019",5793.136093143597,2703.6442239543185,24,"carr-2-norte-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200302","Carr 2-Carr 129 PUMA, PR",2019,"2019",7503.41475177305,4438.279433764812,26,"carr-2-carr-129-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200401","Carr 2 (Sur) PUMA, PR",2019,"2019",9463.0893081761,7936.263193274587,16,"carr-2-sur-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200402","Ponce & Jayuya Municipios PUMA, PR",2019,"2019",9038.5181840371,3199.4087722528548,40,"ponce-jayuya-municipios-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200403","Carr 52-Carr 150 PUMA, PR",2019,"2019",5386.257113115892,2191.446261033238,21,"carr-52-carr-150-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200501","Carr 137-Carr 149 PUMA, PR",2019,"2019",8866.280647863725,5884.839741058609,28,"carr-137-carr-149-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200502","Toa Baja & Dorado Municipios PUMA, PR",2019,"2019",7654.699746192893,2809.4507739026235,32,"toa-baja-dorado-municipios-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200503","Toa Alta & Vega Alta Municipios PUMA, PR",2019,"2019",9309.485247208931,2980.2772755235765,14,"toa-alta-vega-alta-municipios-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200601","Carr 156-Carr 164 PUMA, PR",2019,"2019",11112.608033546678,7046.986833552783,26,"carr-156-carr-164-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200602","Carr 14-Carr 173 PUMA, PR",2019,"2019",9629.601697162556,5680.941399970876,21,"carr-14-carr-173-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200701","Carr 3 (Sureste) PUMA, PR",2019,"2019",11716.723017813483,5174.114286985238,17,"carr-3-sureste-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200801","Bayamón Municipio (Este) PUMA, PR",2019,"2019",13404.244124559342,12514.292777574683,41,"bayamon-municipio-este-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200802","Bayamón Municipio (OEste) PUMA, PR",2019,"2019",6396.455675675676,3313.0451837895703,20,"bayamon-municipio-oeste-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200803","Guaynabo & Cataño Municipios PUMA, PR",2019,"2019",11805.41606133979,4957.121377786401,24,"guaynabo-catano-municipios-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200804","San Juan Municipio (Noroeste) PUMA, PR",2019,"2019",14203.767298105682,5117.23582226067,59,"san-juan-municipio-noroeste-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200805","San Juan Municipio (Este) PUMA, PR",2019,"2019",6470.648967551622,2919.673473708264,16,"san-juan-municipio-este-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200806","San Juan Municipio (Sur) PUMA, PR",2019,"2019",9001.908364083642,6430.83566404734,11,"san-juan-municipio-sur-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200901","Carolina Municipio (Norte) PUMA, PR",2019,"2019",11807.059990245489,4014.3027395568106,49,"carolina-municipio-norte-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7200902","Carr 852-Carr 185 PUMA, PR",2019,"2019",22833.364594309798,18753.335852403463,36,"carr-852-carr-185-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7201001","Caguas Municipio PUMA, PR",2019,"2019",9573.418332001065,4615.698157633569,33,"caguas-municipio-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7201002","Carr 30 PUMA, PR",2019,"2019",8118.456848240305,2768.183072324371,20,"carr-30-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7201101","Carr 3 (Noreste) PUMA, PR",2019,"2019",7908.16991643454,2314.0765218694414,39,"carr-3-noreste-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US7201102","Carr 53 PUMA, PR",2019,"2019",24810.56424756519,25849.84515488152,15,"carr-53-puma-pr","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0100100","Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA, AL",2019,"2019",12158.583640289597,3500.5243145714808,69,"lauderdale-colbert-franklin-marion-northeast-counties-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0100200","Huntsville City (Far West & Southwest) PUMA, AL",2019,"2019",6424.487157107232,2636.633752234674,52,"huntsville-city-far-west-southwest-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0100301","Huntsville (North) & Madison (East) Cities PUMA, AL",2019,"2019",11144.060441317557,9073.793675905203,30,"huntsville-north-madison-east-cities-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0100302","Huntsville City (Central & South) PUMA, AL",2019,"2019",19777.2584,9472.614731058507,59,"huntsville-city-central-south-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0100400","DeKalb & Jackson Counties PUMA, AL",2019,"2019",10972.599146586346,4093.448956038223,43,"dekalb-jackson-counties-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0100500","Huntsville City (Far Southeast) PUMA, AL",2019,"2019",11302.211674150096,4128.5394434264,69,"huntsville-city-far-southeast-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0100600","Decatur City PUMA, AL",2019,"2019",36535.107775498785,30209.91989100664,46,"decatur-city-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0100700","Cullman & Winston Counties PUMA, AL",2019,"2019",13126.247535596933,6507.1406618278825,49,"cullman-winston-counties-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0100800","St. Clair & Blount Counties PUMA, AL",2019,"2019",13284.857175925927,4792.007474982285,26,"st-clair-blount-counties-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0100900","Etowah County PUMA, AL",2019,"2019",16000.859803725216,5694.792593137881,34,"etowah-county-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101000","Talladega, Cherokee, Randolph, Cleburne & Clay Counties PUMA, AL",2019,"2019",13807.347786674723,4044.2155178330268,52,"talladega-cherokee-randolph-cleburne-clay-counties-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101100","Calhoun County PUMA, AL",2019,"2019",11149.200584076238,4141.089921509116,50,"calhoun-county-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101200","Shelby County PUMA, AL",2019,"2019",17184.66348542293,5455.028080704518,62,"shelby-county-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101301","Birmingham City (West) PUMA, AL",2019,"2019",9434.585419198056,3692.6088817092586,26,"birmingham-city-west-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101302","Birmingham City (East) PUMA, AL",2019,"2019",14958.831385642738,3617.2267387270554,34,"birmingham-city-east-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101303","Hoover (North), Vestavia Hills & Homewood Cities PUMA, AL",2019,"2019",17592.70655116405,5246.2763913492745,54,"hoover-north-vestavia-hills-homewood-cities-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101304","Trussville, Center Point & Gardendale Cities PUMA, AL",2019,"2019",18917.789872481982,10340.263210321453,35,"trussville-center-point-gardendale-cities-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101305","Bessemer, Hueytown & Pleasant Grove Cities PUMA, AL",2019,"2019",12973.803444782168,3295.8527730989786,27,"bessemer-hueytown-pleasant-grove-cities-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101400","Walker, Marion (South & West), Fayette & Lamar Counties PUMA, AL",2019,"2019",12886.817360350493,5807.232056501689,37,"walker-marion-south-west-fayette-lamar-counties-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101500","Northport City (North & West) PUMA, AL",2019,"2019",21114.970771442262,7884.711402780843,29,"northport-city-north-west-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101600","Tuscaloosa & Northport (Southeast) Cities PUMA, AL",2019,"2019",10386.215547703181,3310.2793671113486,47,"tuscaloosa-northport-southeast-cities-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101700","Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA, AL",2019,"2019",11544.367038367038,2965.395484143583,34,"dallas-bibb-marengo-hale-sumter-perry-greene-counties-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101800","Chilton, Tallapoosa, Chambers & Coosa Counties PUMA, AL",2019,"2019",10402.441832669323,4469.294830591972,22,"chilton-tallapoosa-chambers-coosa-counties-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0101900","Auburn City PUMA, AL",2019,"2019",6412.076635514019,1905.7117064932484,36,"auburn-city-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0102000","Montgomery City & Pike Road Town (North) PUMA, AL",2019,"2019",20085.25568320704,4689.863099652303,53,"montgomery-city-pike-road-town-north-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0102100","Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA, AL",2019,"2019",14653.266975308641,6275.747051125325,48,"elmore-autauga-montgomery-outer-lowndes-counties-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0102200","Southwest Alabama PUMA, AL",2019,"2019",8888.928550932567,4602.719720540686,29,"southwest-alabama-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0102300","Coffee, Covington, Butler & Crenshaw Counties PUMA, AL",2019,"2019",13247.192548945068,5280.954902544638,65,"coffee-covington-butler-crenshaw-counties-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0102400","Russell, Pike, Barbour, Macon & Bullock Counties PUMA, AL",2019,"2019",10137.809879753006,3997.40917604541,67,"russell-pike-barbour-macon-bullock-counties-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0102500","Dothan City PUMA, AL",2019,"2019",16804.726937681484,4364.588061207074,153,"dothan-city-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0102600","Baldwin County PUMA, AL",2019,"2019",17187.353238265005,5069.710199449641,38,"baldwin-county-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0102701","Mobile City (East) PUMA, AL",2019,"2019",18845.347582697203,5862.07331202418,32,"mobile-city-east-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0102702","Mobile City (West) PUMA, AL",2019,"2019",20150.83431635389,10771.215321619773,30,"mobile-city-west-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0102703","Prichard City, Tillmans Corner & Saraland City PUMA, AL",2019,"2019",17388.199889867843,6499.841373597543,48,"prichard-city-tillmans-corner-saraland-city-puma-al","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0200101","Anchorage Municipality (North) PUMA, AK",2019,"2019",8680.242065371862,6219.751699545921,14,"anchorage-municipality-north-puma-ak","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0200102","Anchorage Municipality (South) PUMA, AK",2019,"2019",14529.646756978653,4369.422922352147,20,"anchorage-municipality-south-puma-ak","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0200200","Matanuska-Susitna & Kenai Peninsula Boroughs PUMA, AK",2019,"2019",11161.696124413726,6498.654638263286,45,"matanuska-susitna-kenai-peninsula-boroughs-puma-ak","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0200300","Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska PUMA, AK",2019,"2019",11997.72426416752,4618.3055756242975,43,"greater-fairbanks-greater-juneau-ketchikan-gateway-borough-road-connected-alaska-puma-ak","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0200400","Subsistence Alaska PUMA, AK",2019,"2019",30844.48087431694,18353.9063514897,37,"subsistence-alaska-puma-ak","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400100","Gilbert (South) & Queen Creek Towns PUMA, AZ",2019,"2019",16766.958582238152,10676.649915060423,52,"gilbert-south-queen-creek-towns-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400101","Mesa City (East) PUMA, AZ",2019,"2019",14090.560366862126,4941.436437379589,62,"mesa-city-east-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400102","Mesa City (North Central) PUMA, AZ",2019,"2019",13340.315217391304,4885.939101137561,51,"mesa-city-north-central-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400103","Mesa City (West) PUMA, AZ",2019,"2019",15305.981238273922,5407.103654677923,46,"mesa-city-west-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400104","Mesa City (South Central) PUMA, AZ",2019,"2019",13408.326636531056,4163.995919358691,40,"mesa-city-south-central-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400105","Gilbert Town (North) PUMA, AZ",2019,"2019",18870.176346727498,8862.105210276868,52,"gilbert-town-north-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400106","Chandler City (Northeast) PUMA, AZ",2019,"2019",14407.33064958829,4823.740134025187,53,"chandler-city-northeast-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400107","Chandler City (South) PUMA, AZ",2019,"2019",29911.39290240811,12260.627523863865,37,"chandler-city-south-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400108","Tempe (South) & Chandler (Northwest) Cities PUMA, AZ",2019,"2019",27302.559767570558,9495.19798536116,32,"tempe-south-chandler-northwest-cities-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400109","Tempe City (North) PUMA, AZ",2019,"2019",16612.976222680998,4184.03020315564,97,"tempe-city-north-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400110","Scottsdale City (Southwest) & Paradise Valley Town PUMA, AZ",2019,"2019",22772.191857323003,7169.9860268702405,47,"scottsdale-city-southwest-paradise-valley-town-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400111","Scottsdale City (Southeast) & Fountain Hills Town PUMA, AZ",2019,"2019",18910.565549286424,9510.197813982299,26,"scottsdale-city-southeast-fountain-hills-town-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400112","Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek PUMA, AZ",2019,"2019",18829.96438547486,10638.513977164888,31,"scottsdale-north-phoenix-far-northeast-cities-cave-creek-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400113","Phoenix City (Northeast) PUMA, AZ",2019,"2019",19644.172921143992,9065.915848110282,46,"phoenix-city-northeast-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400114","Phoenix City (Northeast Central) PUMA, AZ",2019,"2019",14349.752108356759,4855.700840960955,34,"phoenix-city-northeast-central-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400115","Phoenix City (Northwest Central) PUMA, AZ",2019,"2019",13624.091924398625,4183.786170258392,35,"phoenix-city-northwest-central-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400116","Phoenix City (Uptown) PUMA, AZ",2019,"2019",17268.53213711837,7881.250693289647,29,"phoenix-city-uptown-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400117","Phoenix City (East) PUMA, AZ",2019,"2019",29496.032867455076,16681.6388025621,48,"phoenix-city-east-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400118","Downtown & Sky Harbor International Airport PUMA, AZ",2019,"2019",19539.392408846383,5032.4689251253985,62,"downtown-sky-harbor-international-airport-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400119","Phoenix City (South) PUMA, AZ",2019,"2019",19345.655426599747,4222.9479164087015,51,"phoenix-city-south-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400120","Ahwatukee & South Mountain PUMA, AZ",2019,"2019",23309.399505951045,9780.039004356733,40,"ahwatukee-south-mountain-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400121","Phoenix (Southwest) & Tolleson Cities PUMA, AZ",2019,"2019",23367.77301808067,5763.941462515183,44,"phoenix-southwest-tolleson-cities-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400122","Maryvale (East) PUMA, AZ",2019,"2019",21983.30499325236,6114.257473970077,37,"maryvale-east-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400123","Maryvale (West) PUMA, AZ",2019,"2019",11103.927424400417,6105.943499596564,37,"maryvale-west-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400124","Glendale City (South) PUMA, AZ",2019,"2019",15156.773456574816,6101.509376679714,42,"glendale-city-south-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400125","Phoenix City (West) PUMA, AZ",2019,"2019",12102.213510253318,5146.872045045208,35,"phoenix-city-west-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400126","Glendale City (North) PUMA, AZ",2019,"2019",15808.498080172016,4647.682325657824,55,"glendale-city-north-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400127","Peoria City (South & Central) PUMA, AZ",2019,"2019",18612.261280931587,8564.289747872128,29,"peoria-city-south-central-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400128","Phoenix City (North) PUMA, AZ",2019,"2019",21368.92345971564,10308.703480025313,35,"phoenix-city-north-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400129","Phoenix (Far North) & Peoria (Northwest) Cities PUMA, AZ",2019,"2019",19450.659722222223,8305.645502469864,39,"phoenix-far-north-peoria-northwest-cities-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400130","El Mirage City & Sun City PUMA, AZ",2019,"2019",14217.148391812865,5843.398732546829,28,"el-mirage-city-sun-city-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400131","Surprise City (Central) PUMA, AZ",2019,"2019",20190.944591029023,6278.507387744319,17,"surprise-city-central-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400132","Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities PUMA, AZ",2019,"2019",10380.681718223135,4746.129034271978,48,"goodyear-glendale-west-litchfield-park-northwest-cities-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400133","Avondale (Central) & Litchfield Park (Central) Cities PUMA, AZ",2019,"2019",21106.073255010368,5946.315021707425,31,"avondale-central-litchfield-park-central-cities-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400134","Maricopa County (West) & Gila River Indian Community (Northwest) PUMA, AZ",2019,"2019",22319.525332021643,10645.531740564797,47,"maricopa-county-west-gila-river-indian-community-northwest-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400201","Pima County (West) PUMA, AZ",2019,"2019",15599.22927156764,5839.018497307815,27,"pima-county-west-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400202","Tucson (West) & Marana Cities PUMA, AZ",2019,"2019",16927.70519290249,4285.238879769798,38,"tucson-west-marana-cities-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400203","Oro Valley Town PUMA, AZ",2019,"2019",13718.432766254953,4887.559588258071,48,"oro-valley-town-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400204","Pima County (Northeast) PUMA, AZ",2019,"2019",12744.88491331612,7463.479241638548,33,"pima-county-northeast-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400205","Tucson City (Far Southeast) & Sahuarita Town PUMA, AZ",2019,"2019",7643.810638297872,5515.025125790253,33,"tucson-city-far-southeast-sahuarita-town-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400206","Tucson City (Northeast) PUMA, AZ",2019,"2019",22435.11763279166,8157.616768919196,36,"tucson-city-northeast-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400207","Tucson City (Northwest) PUMA, AZ",2019,"2019",13556.8078125,4234.802046222197,107,"tucson-city-northwest-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400208","Tucson City (South) PUMA, AZ",2019,"2019",15477.125191691064,5582.951730535778,57,"tucson-city-south-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400209","Tucson City (Southeast) PUMA, AZ",2019,"2019",21130.874777448073,5801.629312388104,51,"tucson-city-southeast-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400300","Navajo & Apache Counties PUMA, AZ",2019,"2019",18145.753528544345,9687.179011374932,60,"navajo-apache-counties-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400400","Flagstaff City PUMA, AZ",2019,"2019",14065.455330045523,3602.6824523501245,111,"flagstaff-city-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400500","Yavapai County PUMA, AZ",2019,"2019",14874.709163790223,5114.94736126132,69,"yavapai-county-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400600","Lake Havasu City PUMA, AZ",2019,"2019",14727.440142596584,3191.550344086902,80,"lake-havasu-city-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400700","Yuma City PUMA, AZ",2019,"2019",14343.5744744297,4255.954572107044,54,"yuma-city-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400800","Gila, Graham, Greenlee & Pinal (East) Counties PUMA, AZ",2019,"2019",12880.582769901854,5826.532133232767,51,"gila-graham-greenlee-pinal-east-counties-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400803","Apache Junction City PUMA, AZ",2019,"2019",15855.728360488798,5964.697744249829,28,"apache-junction-city-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400805","Florence Town, Eloy (Northeast) & Coolidge Cities PUMA, AZ",2019,"2019",16925.043908629443,6534.749963022437,34,"florence-town-eloy-northeast-coolidge-cities-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400807","Maricopa, Casa Grande & Eloy (Southeast) Cities PUMA, AZ",2019,"2019",11422.803874813711,5839.281502882913,31,"maricopa-casa-grande-eloy-southeast-cities-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0400900","Sierra Vista City PUMA, AZ",2019,"2019",18689.81101883735,13081.062485466753,63,"sierra-vista-city-puma-az","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0500100","Benton County PUMA, AR",2019,"2019",17381.77511213101,5277.050256651805,83,"benton-county-puma-ar","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0500200","Washington County PUMA, AR",2019,"2019",13204.20935647756,3095.367237969111,90,"washington-county-puma-ar","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0500300","Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties PUMA, AR",2019,"2019",6189.834790755777,3804.7781049670643,41,"baxter-boone-carroll-marion-madison-newton-searcy-counties-puma-ar","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0500400","Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties PUMA, AR",2019,"2019",13636.963976945244,4795.68768291587,67,"independence-cleburne-van-buren-sharp-izard-stone-fulton-counties-puma-ar","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0500500","Craighead (West), Greene, Randolph, Lawrence & Clay Counties PUMA, AR",2019,"2019",11877.027017024426,4757.657875146967,68,"craighead-west-greene-randolph-lawrence-clay-counties-puma-ar","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0500600","Crittenden, Mississippi & Craighead (East) Counties PUMA, AR",2019,"2019",16517.11344997266,7093.474081299887,38,"crittenden-mississippi-craighead-east-counties-puma-ar","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0500700","St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties PUMA, AR",2019,"2019",12166.379801467414,8389.300232585718,23,"st-francis-poinsett-phillips-cross-lee-monroe-counties-puma-ar","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0500800","White, Jackson, Prairie & Woodruff Counties PUMA, AR",2019,"2019",12068.332379316924,4210.586894076528,44,"white-jackson-prairie-woodruff-counties-puma-ar","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0500900","North Little Rock, Sherwood & Jacksonville Cities PUMA, AR",2019,"2019",7145.1031011969535,3050.5918198324757,46,"north-little-rock-sherwood-jacksonville-cities-puma-ar","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0501000","Little Rock City PUMA, AR",2019,"2019",22800.018400300414,10863.766729292078,60,"little-rock-city-puma-ar","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0501100","Faulkner & Lonoke Counties PUMA, AR",2019,"2019",11075.704564430838,3231.3418551574114,68,"faulkner-lonoke-counties-puma-ar","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0501200","Saline County PUMA, AR",2019,"2019",7456.318002257336,4495.386450660282,23,"saline-county-puma-ar","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0501300","Pope, Johnson, Yell, Conway & Perry Counties PUMA, AR",2019,"2019",27251.406867446767,26866.194511034482,50,"pope-johnson-yell-conway-perry-counties-puma-ar","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0501400","Sebastian & Crawford Counties PUMA, AR",2019,"2019",9264.887822749477,3652.560916537846,44,"sebastian-crawford-counties-puma-ar","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0501500","Logan, Polk, Franklin, Sevier, Howard & Scott Counties PUMA, AR",2019,"2019",2624.3771428571426,4167.114061724354,19,"logan-polk-franklin-sevier-howard-scott-counties-puma-ar","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0501600","Garland, Hot Spring, Clark & Montgomery Counties PUMA, AR",2019,"2019",15629.145729753618,5978.3918722996505,61,"garland-hot-spring-clark-montgomery-counties-puma-ar","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0501700","Jefferson, Grant & Arkansas (Northwest) Counties PUMA, AR",2019,"2019",12739.11532715865,4977.705448778024,23,"jefferson-grant-arkansas-northwest-counties-puma-ar","Restaurants & Food Services","722Z","restaurants-food-services"
"79500US0501800","Southeast Arkansas PUMA, AR",2019,"2019",7919.9,6532.523671778878,20,"southeast-arkansas-puma-ar","Restaurants & Food Services","722Z","restaurants-food-services"
